openalex_id,rank,total_score,rules,has_abstract,title
https://openalex.org/W4313523860,152,0.3996,R1,True,Exploring the moderating role of financial development in environmental Kuznets curve for South Africa: fresh evidence from the novel dynamic ARDL simulations approach
https://openalex.org/W2889358587,154,0.3991,R1,True,"Digitising psychiatry? Sociotechnical expectations, performative nominalism and biomedical virtue in (digital) psychiatric praxis"
https://openalex.org/W4294549672,155,0.399,R1;R2,True,Digitalization and the Anthropocene
https://openalex.org/W2763307013,156,0.3988,R1,True,Ideology Critique for the Environmental Social Sciences: What Reproduces the Treadmill of Production?
https://openalex.org/W2046455035,157,0.3984,R1,True,Designing consumer engagement with the smart grids of the future: bringing active demand technology to everyday life
https://openalex.org/W3181465716,158,0.3983,R1;R2,True,Material footprints of Chinese megacities
https://openalex.org/W3093182151,159,0.3979,R1,True,"Dynamic Changes, Spatiotemporal Differences and Factors Influencing the Urban Eco-Efficiency in the Lower Reaches of the Yellow River"
https://openalex.org/W2157725072,160,0.3977,R1,True,Exploring the Role of Dedicated Online Biotechnology News Providers in the Innovation Economy
https://openalex.org/W2133022495,161,0.3973,R2,True,Unpacking International Power and the Ecological Footprints of Nations: A Quantitative Cross-National Study
https://openalex.org/W4385665629,162,0.3952,R1,True,"The Driving Factors of Italy’s CO2 Emissions Based on the STIRPAT Model: ARDL, FMOLS, DOLS, and CCR Approaches"
https://openalex.org/W4285082249,166,0.3938,R1,True,The role of emotions in the consumer meaning-making of interactions with social robots
https://openalex.org/W2271129245,167,0.3937,R2,True,"A Tale of Contrasting Trends: Three Measures of the Ecological Footprint in China, India, Japan, and the United States, 1961-2003"
https://openalex.org/W2101589578,170,0.3917,R1,True,The Pharmaceutical Commons
https://openalex.org/W2792425554,171,0.3915,R4,True,"Ecologically unequal exchange and the carbon intensity of well-being, 1990–2011"
https://openalex.org/W2023767506,172,0.3912,R1,True,Future Scenarios and Environmental Education
https://openalex.org/W4390414619,173,0.3911,R1;R2,True,Revolutionizing the circular economy through new technologies: A new era of sustainable progress
https://openalex.org/W2012086721,174,0.3907,R2,True,Weber and the Environment: Classical Foundations for a Postexemptionalist Sociology
https://openalex.org/W4221012522,175,0.3907,R1,True,"The Impact of Green Investment, Technological Innovation, and Globalization on CO2 Emissions: Evidence From MINT Countries"
https://openalex.org/W4288067255,176,0.3906,R1,True,"The Environmental Effects of Urbanization, Education, and Green Innovation in the Union for Mediterranean Countries: Evidence from Quantile Regression Model"
https://openalex.org/W2980724302,180,0.39,R1;R4,True,The World-System and the Earth System
https://openalex.org/W2785949837,181,0.3893,R1,True,Governing anticipatory technology practices. Forensic DNA phenotyping and the forensic genetics community in Europe
https://openalex.org/W1914034541,183,0.3884,R1;R4,True,"Constructing the Rights of Nature: Constitutional Reform, Mobilization, and Environmental Protection in Ecuador"
https://openalex.org/W3111205846,185,0.3882,R1;R2,True,Resource efficiency in industrialized housing construction – A systematic review of current performance and future opportunities
https://openalex.org/W4313827617,186,0.3877,R1,True,"The impact of renewable energy transition, green growth, green trade and green innovation on environmental quality: Evidence from top 10 green future countries"
https://openalex.org/W4205853532,187,0.3875,R1,True,Responsibility through Anticipation? The ‘Future Talk’ and the Quest for Plausibility in the Governance of Emerging Technologies
https://openalex.org/W2085946777,191,0.3867,R1,True,The Insuperable Imperative: A Critique of the Ecologically Modernizing State
https://openalex.org/W2048293151,192,0.3865,R4,True,The Transnational Organization of Production and Uneven Environmental Degradation and Change in the World Economy
https://openalex.org/W4226293336,194,0.3862,R1,True,Young people’s technological images of the future: implications for science and technology education
https://openalex.org/W4385009166,195,0.3859,R1;R2,True,The limits to degrowth: Economic and climatic consequences of pessimist assumptions on decoupling
https://openalex.org/W2618067250,197,0.3855,R4,True,"The sociology of ecologically unequal exchange, foreign investment dependence and environmental load displacement: summary of the literature and implications for sustainability"
https://openalex.org/W3128164993,198,0.3854,R1;R2,True,Circular Bioeconomy Business Models to Overcome the Valley of Death. A Systematic Statistical Analysis of Studies and Projects in Emerging Bio-Based Technologies and Trends Linked to the SME Instrument Support
https://openalex.org/W4386168392,199,0.3854,R1,True,The Interplay of Green Technology and Energy Consumption: A Study of China’s Carbon Neutrality and Sustainable Digital Economy
https://openalex.org/W4387496850,200,0.3845,R1;R2,True,Tourism Degrowth: Painful but Necessary
https://openalex.org/W4379469882,203,0.3831,R4,True,Compensation for atmospheric appropriation
https://openalex.org/W2544293211,204,0.3829,R1;R4,True,Disaster vulnerability in anthropological perspective
https://openalex.org/W2169701480,205,0.3822,R1,True,Ecologizing industrialization in Chinese small towns
https://openalex.org/W2149891385,207,0.382,R1;R2,True,Challenges and Opportunities in Transforming a City into a “Zero Waste City”
https://openalex.org/W2945557658,209,0.3819,R1;R4,True,"Environmental Homogenization or Heterogenization? The Effects of Globalization on Carbon Dioxide Emissions, 1970–2014"
https://openalex.org/W1915344498,210,0.3818,R1,True,Promoting Eco-innovations to Leverage Sustainable Development of Eco-industry and Green Growth
https://openalex.org/W2903208610,214,0.3813,R1,True,Conceptualizing the Digital Sharing Economy in the Context of Sustainability
https://openalex.org/W3206156824,215,0.3813,R1;R2,True,Exploring the Dependence and Influencing Factors of Carbon Emissions from the Perspective of Population Development
https://openalex.org/W2915859673,221,0.3797,R1;R4,True,Negotiating Water and Technology—Competing Expectations and Confronting Knowledges in the Case of the Coca Codo Sinclair in Ecuador
https://openalex.org/W3111644277,224,0.3778,R1,True,Green New Deal Policy of South Korea: Policy Innovation for a Sustainability Transition
https://openalex.org/W4284992343,233,0.376,R4,True,Existing climate mitigation scenarios perpetuate colonial inequalities
https://openalex.org/W2789870312,235,0.3755,R1,True,Geoeconomic Uses of Global Warming: The “Green” Technological Revolution and the Role of the Semi-Periphery
https://openalex.org/W4388537935,242,0.3739,R1;R2,True,Study on the driving factors and decoupling effect of carbon emission from pig farming in China—based on LMDI and Tapio model
https://openalex.org/W3080413620,244,0.3737,R2,True,"Environmental performance, biocapacity, carbon &amp; ecological footprint of nations: Drivers, trends and mitigation options"
https://openalex.org/W3216069328,245,0.373,R1,True,"6G Vision, Value, Use Cases and Technologies From European 6G Flagship Project Hexa-X"
https://openalex.org/W4200083698,249,0.3718,R3,False,Implementing the material footprint to measure progress towards Sustainable Development Goals 8 and 12
https://openalex.org/W2515063842,250,0.3716,R1;R2,True,Integrated resource efficiency: measurement and management
https://openalex.org/W2745249395,252,0.3707,R4,True,Chocolate and The Consumption of Forests: A Cross-National Examination of Ecologically Unequal Exchange in Cocoa Exports
https://openalex.org/W2809788748,256,0.3695,R3,False,Whether China's industrial sectors make efforts to reduce CO2 emissions from production? - A decomposed decoupling analysis
https://openalex.org/W2904854333,258,0.3689,R3,False,Decoupling economic growth from GHG emissions: Decomposition analysis by sectoral factors for Australia
https://openalex.org/W4387771968,264,0.3674,R1,True,"Post-Growth, Degrowth, the Doughnut, and Circular Economy: A Short Guide for Policymakers"
https://openalex.org/W2993496297,265,0.3672,R1,True,The Treadmill of Information
https://openalex.org/W4211085733,269,0.3664,R1,True,Anticipating Degrowth
https://openalex.org/W3130316293,270,0.3661,R1,True,Sociotechnical Imaginaries of EU Defence: The Past and the Future in the European Defence Fund
https://openalex.org/W4220995210,279,0.3641,R1,True,Directed Technical Change and Pollution Emission: Evidence From Fossil and Renewable Energy Technologies in China
https://openalex.org/W4225406390,281,0.3637,R1,True,Driving factors of e-waste recycling rate in 30 European countries: new evidence using a panel quantile regression of the EKC hypothesis coupled with the STIRPAT model
https://openalex.org/W3213160484,283,0.3634,R2,True,Prospects for a saturation of humanity’s resource use? An analysis of material stocks and flows in nine world regions from 1900 to 2035
https://openalex.org/W2133907326,284,0.3631,R2,True,Development and Dematerialization: An International Study
https://openalex.org/W2962216381,285,0.363,R1,True,Work and Social-Ecological Transitions: A Critical Review of Five Contrasting Approaches
https://openalex.org/W4229069547,286,0.3629,R1,True,"Renewable Energy, Urbanization, and CO2 Emissions: A Global Test"
https://openalex.org/W2338357461,287,0.3626,R1;R2,True,A Systemic and Systematic Approach to the Development of a Policy Mix for Material Resource Efficiency
https://openalex.org/W4211235122,288,0.3626,R4,True,"Nature, society, and justice in the anthropocene unravelling the money-energy-technology complex"
https://openalex.org/W2970906782,290,0.362,R1,True,Waiting for a deus ex machina: ‘Sustainable extractives’ in a 2°C world
https://openalex.org/W2069332984,296,0.3609,R4,True,"Political-Economic Integration, Industrial Pollution and Human Health"
https://openalex.org/W2006081504,299,0.3608,R4,True,The Unequal Exchange of Time and Space: Toward a Non-Normative Ecological Theory of Exploitation
https://openalex.org/W2594514630,301,0.3605,R1,True,Environmental reform of West and Central Africa ports: the influence of colonial legacies
https://openalex.org/W4382723195,302,0.3599,R1;R2,True,Material demand and material efficiency for sustainable development in the European Union countries: A stochastic frontier analysis
https://openalex.org/W1978964746,303,0.3598,R1,True,Climate governance in the post-industrial city: the urban side of ecological modernisation
https://openalex.org/W2075997322,304,0.359,R4,True,"Climate Change, Social Theory and Justice"
https://openalex.org/W4310387338,305,0.359,R1,True,"Social Innovation, Circularity and Energy Transition for Environmental, Social and Governance (ESG) Practices—A Comprehensive Review"
https://openalex.org/W2793563491,308,0.3585,R1,True,"STIRPAT-Based Driving Factor Decomposition Analysis of Agricultural Carbon Emissions in Hebei, China"
https://openalex.org/W3213590424,309,0.3584,R1;R2,True,Digital Transformation for Sustainable Future - Agriculture 4.0 : A review
https://openalex.org/W2743178718,311,0.3577,R4,True,Splintering South: Ecologically Unequal Exchange Theory in a Fragmented Global Climate
https://openalex.org/W1967944648,318,0.3562,R2,True,Decoupling Economic Growth and Environmental Degradation: Reviewing Progress to Date in the Small Island State of Malta
https://openalex.org/W2087353257,322,0.3554,R1,True,Involving citizens in sustainable development: evidence of new forms of participation in the Danish Agenda 21 schemes
https://openalex.org/W4403910911,324,0.3552,R1;R4,True,A globally just and inclusive transition? Questioning policy representations of the European Green Deal
https://openalex.org/W3112140862,329,0.3547,R2,True,A framework of indicators for associating material stocks and flows to service provisioning: Application for Japan 1990–2015
https://openalex.org/W2889341262,330,0.3543,R1,True,Paradigms and paradoxes: the futures of growth and degrowth
https://openalex.org/W2086977164,331,0.3542,R4,True,Drivers of national climate policy
https://openalex.org/W4386859866,334,0.3536,R1,True,The induction effect: why the rebound effect is only half the story of technology's failure to achieve sustainability
https://openalex.org/W216344673,341,0.3523,R1;R4,True,"Environmental Justice, Human Rights, and the Global South"
https://openalex.org/W3127913593,344,0.3514,R1,True,Assessing the Green Growth Trajectory throughResource and Impact Decoupling Indices:The Case of Poland
https://openalex.org/W2527176584,347,0.3509,R1,True,Conceptual lenses to bring into focus the blurred and unpack the entangled
https://openalex.org/W4381548479,348,0.3508,R1;R2,True,Heterogenous influence of productive capacities pillars and natural resources on ecological sustainability in developing Belt and Road host countries
https://openalex.org/W2801506382,349,0.3507,R2,True,Can Reducing Income Inequality Decouple Economic Growth from CO<sub>2</sub> Emissions?
https://openalex.org/W2006713007,352,0.35,R2,True,Possible Target Corridor for Sustainable Use of Global Material Resources
